rank,slug,title,devpost_url,stage,leverage,execution,impact,creativity,aggregate,confidence,webmcp_verification,adjudication,screenshot
2036,pathfinder-se6u8a,Pathfinder,https://devpost.com/software/pathfinder-se6u8a,S1R,6,6,8,7,27,0.7,UNVERIFIED,,screenshots/pathfinder-se6u8a.png
2037,your-last-coach,Your Last Coach,https://devpost.com/software/your-last-coach,S1R,6,6,8,7,27,0.68,UNVERIFIED,,screenshots/your-last-coach.png
2038,pixel-generator-ibjpfc,Pixel Art Generator,https://devpost.com/software/pixel-generator-ibjpfc,S1R,6,6,7,8,27,0.72,UNVERIFIED,,screenshots/pixel-generator-ibjpfc.png
2039,showme-uw39zq,ShowMe,https://devpost.com/software/showme-uw39zq,S1R,6,6,7,8,27,0.72,UNVERIFIED,,screenshots/showme-uw39zq.png
2040,giffium,Giffium,https://devpost.com/software/giffium,S1R,5,8,7,7,27,0.75,UNVERIFIED,,screenshots/giffium.png
2041,space-auto-dealership-mcp,Space Auto - MCP for Dealerships,https://devpost.com/software/space-auto-dealership-mcp,S2,9.0,1.5,8.5,7.5,26.5,0.82,FAILED,,screenshots/space-auto-dealership-mcp.png
2042,nexus-deal-room-agent-native-decision-environment,Agent-Native Contract Negotiation and QA Agent Using WEBMCP,https://devpost.com/software/nexus-deal-room-agent-native-decision-environment,S2,9.0,1.0,8.0,8.5,26.5,0.89,FAILED,,screenshots/nexus-deal-room-agent-native-decision-environment.png
2043,open-application-desk,Open Application Desk,https://devpost.com/software/open-application-desk,S2,9.0,1.0,8.0,8.5,26.5,0.885,UNVERIFIED,,screenshots/open-application-desk.png
2044,morph-qnxg3f,Morph,https://devpost.com/software/morph-qnxg3f,S2,9.0,1.0,7.5,9.0,26.5,0.86,FAILED,,screenshots/morph-qnxg3f.png
2045,ticketing-system-webmcp,Lockstep,https://devpost.com/software/ticketing-system-webmcp,S2,9.0,1.0,7.5,9.0,26.5,0.87,FAILED,,screenshots/ticketing-system-webmcp.png
2046,ai-aided-design,AIAD (AI-Aided Design),https://devpost.com/software/ai-aided-design,S2,8.5,2.5,7.5,8.0,26.5,0.915,FAILED,,screenshots/ai-aided-design.png
2047,once-upon-v4ibgn,Once Upon,https://devpost.com/software/once-upon-v4ibgn,S2,8.5,2.0,6.5,9.5,26.5,0.885,CLAIM_ONLY,,screenshots/once-upon-v4ibgn.png
2048,webmcpsentinel,WebMCPSentinel,https://devpost.com/software/webmcpsentinel,S2,8.5,1.0,8.5,8.5,26.5,0.81,FAILED,,screenshots/webmcpsentinel.png
2049,umegga,Umegga,https://devpost.com/software/umegga,S2,8.5,1.0,7.5,9.5,26.5,0.89,FAILED,,screenshots/umegga.png
2050,pantrypilot-your-kitchen-co-piloted,"PantryPilot — Your Kitchen, Co-Piloted",https://devpost.com/software/pantrypilot-your-kitchen-co-piloted,S2,8.0,5.0,6.5,7.0,26.5,0.84,CLAIM_ONLY,,screenshots/pantrypilot-your-kitchen-co-piloted.png
2051,promo-1l6nrv,Event Growth OS,https://devpost.com/software/promo-1l6nrv,S2,8.0,5.0,6.5,7.0,26.5,0.77,FAILED,mean-capped:execution,screenshots/promo-1l6nrv.png
2052,pulse-voice-steered-drums,Pulse: Voice-Steered Drums,https://devpost.com/software/pulse-voice-steered-drums,S2,8.0,5.0,6.0,7.5,26.5,0.81,CLAIM_ONLY,,screenshots/pulse-voice-steered-drums.png
2053,duel-of-lands,Duel of Lands,https://devpost.com/software/duel-of-lands,S2,8.0,5.0,5.5,8.0,26.5,0.84,CLAIM_ONLY,,screenshots/duel-of-lands.png
2054,arion-trip-planner,Arion Trip Planner,https://devpost.com/software/arion-trip-planner,S2,8.0,4.5,7.0,7.0,26.5,0.785,VERIFIED_RUNTIME,,screenshots/arion-trip-planner.png
2055,reloop-kvy796,Reloop WebMCP,https://devpost.com/software/reloop-kvy796,S2,8.0,4.5,7.0,7.0,26.5,0.81,CLAIM_ONLY,,screenshots/reloop-kvy796.png
2056,infrapilot-webmcp,InfraPilot WebMCP,https://devpost.com/software/infrapilot-webmcp,S1,8.0,4.0,7.5,7.0,26.5,0.58,UNVERIFIED,,screenshots/infrapilot-webmcp.png
2057,tasteshelf,TasteShelf,https://devpost.com/software/tasteshelf,S2,8.0,4.0,7.0,7.5,26.5,0.86,CLAIM_ONLY,,screenshots/tasteshelf.png
2058,agentready-l0y76f,AgentReady,https://devpost.com/software/agentready-l0y76f,S2,8.0,3.5,8.0,7.0,26.5,0.78,UNVERIFIED,,screenshots/agentready-l0y76f.png
2059,applyflow-ai-8elp7r,ApplyFlow AI,https://devpost.com/software/applyflow-ai-8elp7r,S2,8.0,3.5,8.0,7.0,26.5,0.825,CLAIM_ONLY,,screenshots/applyflow-ai-8elp7r.png
2060,appraiseai,AppraiseAI,https://devpost.com/software/appraiseai,S2,8.0,3.5,7.5,7.5,26.5,0.855,FAILED,,screenshots/appraiseai.png
2061,pixlpal,PixlPal,https://devpost.com/software/pixlpal,S2,8.0,3.5,7.0,8.0,26.5,0.84,UNVERIFIED,,screenshots/pixlpal.png
2062,scholarsathi,ScholarSathi,https://devpost.com/software/scholarsathi,S2,8.0,3.0,8.5,7.0,26.5,0.855,CLAIM_ONLY,,screenshots/scholarsathi.png
2063,webmcp-studio-agent-native-portfolio,WebMCP Studio: Agent-Native Portfolio,https://devpost.com/software/webmcp-studio-agent-native-portfolio,S2,7.5,6.0,6.0,7.0,26.5,0.73,UNVERIFIED,,screenshots/webmcp-studio-agent-native-portfolio.png
2064,commonthread,CommonThread,https://devpost.com/software/commonthread,S2,7.5,5.0,7.0,7.0,26.5,0.785,UNVERIFIED,,screenshots/commonthread.png
2065,first-look,First Look,https://devpost.com/software/first-look,S2,7.5,5.0,7.0,7.0,26.5,0.83,VERIFIED_RUNTIME,,screenshots/first-look.png
2066,make_layouts,Make_layouts ( AI Designer ),https://devpost.com/software/make_layouts,S2,7.5,4.5,6.5,8.0,26.5,0.785,CLAIM_ONLY,,screenshots/make_layouts.png
2067,urban-planning-copilot,Urban Planning Copilot,https://devpost.com/software/urban-planning-copilot,S1,7.5,4.0,8.0,7.0,26.5,0.56,UNVERIFIED,,screenshots/urban-planning-copilot.png
2068,virtual-billboard-autonomous-ai-agent-screen-network,Virtual BillBoard • Autonomous AI Agent Screen Network,https://devpost.com/software/virtual-billboard-autonomous-ai-agent-screen-network,S2,7.5,4.0,7.0,8.0,26.5,0.75,CLAIM_ONLY,,screenshots/virtual-billboard-autonomous-ai-agent-screen-network.png
2069,hamburger-roulette-with-webmcp,Hamburger Roulette with WebMCP,https://devpost.com/software/hamburger-roulette-with-webmcp,S2,7.0,8.5,5.0,6.0,26.5,0.925,VERIFIED_RUNTIME,,screenshots/hamburger-roulette-with-webmcp.png
2070,bargainer,Bargainer,https://devpost.com/software/bargainer,S2,7.0,6.5,6.0,7.0,26.5,0.81,VERIFIED_RUNTIME,,screenshots/bargainer.png
2071,maintenance-required,Maintenance Required,https://devpost.com/software/maintenance-required,S2,7.0,6.5,5.5,7.5,26.5,0.79,VERIFIED_RUNTIME,,screenshots/maintenance-required.png
2072,vardiya-takas-e4w5cz,Vardiya Takas,https://devpost.com/software/vardiya-takas-e4w5cz,S1,7.0,6.0,7.5,6.0,26.5,0.59,UNVERIFIED,,screenshots/vardiya-takas-e4w5cz.png
2073,openarchitect-4cwn1p,openArchitect,https://devpost.com/software/openarchitect-4cwn1p,S2,7.0,6.0,6.5,7.0,26.5,0.79,CLAIM_ONLY,,screenshots/openarchitect-4cwn1p.png
2074,minecraft-build,Minecraft Build,https://devpost.com/software/minecraft-build,S2,7.0,5.5,6.0,8.0,26.5,0.855,CLAIM_ONLY,,screenshots/minecraft-build.png
2075,plasma-trace,Plasma-trace,https://devpost.com/software/plasma-trace,S1,7.0,5.0,7.0,7.5,26.5,0.58,UNVERIFIED,,screenshots/plasma-trace.png
2076,calma-seg-webmcp-demo,CALMA-SEG WebMCP Demo,https://devpost.com/software/calma-seg-webmcp-demo,S2,7.0,4.5,8.0,7.0,26.5,0.84,CLAIM_ONLY,,screenshots/calma-seg-webmcp-demo.png
2077,life-manager-uny729,Life Manager,https://devpost.com/software/life-manager-uny729,S1,6.5,4.5,7.5,8.0,26.5,0.695,UNVERIFIED,,screenshots/life-manager-uny729.png
2078,messijo,Is It Taken?,https://devpost.com/software/messijo,S2,6.0,8.0,6.5,6.0,26.5,0.89,VERIFIED_RUNTIME,,screenshots/messijo.png
2079,studybench,Studybench,https://devpost.com/software/studybench,S1,6.0,6.0,8.0,6.5,26.5,0.645,UNVERIFIED,,screenshots/studybench.png
2080,emergency-mesh,Emergency Mesh,https://devpost.com/software/emergency-mesh,S1,6.0,5.0,8.5,7.0,26.5,0.595,UNVERIFIED,,screenshots/emergency-mesh.png
2081,navwebmcp,Navwebmcp,https://devpost.com/software/navwebmcp,S2,9.0,1.5,7.5,8.0,26.0,0.86,UNVERIFIED,,screenshots/navwebmcp.png
2082,cockpit-2jeot0,WEBMCPforge,https://devpost.com/software/cockpit-2jeot0,S2,9.0,1.0,8.0,8.0,26.0,0.9,UNVERIFIED,,screenshots/cockpit-2jeot0.png
2083,quarantine-d1ke6l,Quarantine,https://devpost.com/software/quarantine-d1ke6l,S2,9.0,1.0,7.5,8.5,26.0,0.865,FAILED,,screenshots/quarantine-d1ke6l.png
2084,orano,orano,https://devpost.com/software/orano,S2,8.5,1.5,8.0,8.0,26.0,0.865,UNVERIFIED,,screenshots/orano.png
2085,the-last-signal-6hrzdf,The Last Signal,https://devpost.com/software/the-last-signal-6hrzdf,S2,8.5,1.5,7.0,9.0,26.0,0.885,UNVERIFIED,,screenshots/the-last-signal-6hrzdf.png
2086,lafryhi-agentcut,LAFRYHI AgentCut,https://devpost.com/software/lafryhi-agentcut,S2,8.0,4.0,7.0,7.0,26.0,0.8,CLAIM_ONLY,,screenshots/lafryhi-agentcut.png
2087,erwin-s-survival,Erwin's Survival,https://devpost.com/software/erwin-s-survival,S2,8.0,4.0,6.0,8.0,26.0,0.835,CLAIM_ONLY,,screenshots/erwin-s-survival.png
2088,humanlock,HUMANLOCK,https://devpost.com/software/humanlock,S2,8.0,4.0,5.0,9.0,26.0,0.845,CLAIM_ONLY,,screenshots/humanlock.png
2089,tooltracer-mcp,ToolTracer MCP,https://devpost.com/software/tooltracer-mcp,S1,8.0,3.0,7.5,7.5,26.0,0.435,UNVERIFIED,,screenshots/tooltracer-mcp.png
2090,imagelens,ImageLens,https://devpost.com/software/imagelens,S2,8.0,3.0,7.0,8.0,26.0,0.85,CLAIM_ONLY,,screenshots/imagelens.png
2091,laboria,Laboria,https://devpost.com/software/laboria,S2,8.0,3.0,7.0,8.0,26.0,0.81,CLAIM_ONLY,,screenshots/laboria.png
2092,material-notes,Material Notes,https://devpost.com/software/material-notes,S2,8.0,3.0,7.0,8.0,26.0,0.85,CLAIM_ONLY,,screenshots/material-notes.png
2093,quorum-agent-native-decision-rooms,Quorum: Agent-Native Decision Rooms,https://devpost.com/software/quorum-agent-native-decision-rooms,S2,8.0,3.0,7.0,8.0,26.0,0.805,CLAIM_ONLY,,screenshots/quorum-agent-native-decision-rooms.png
2094,webmcp-tda,WebMCP TDA,https://devpost.com/software/webmcp-tda,S2,8.0,3.0,7.0,8.0,26.0,0.84,UNVERIFIED,,screenshots/webmcp-tda.png
2095,schedule-rank-webmcp-adapter,Schedule-Rank-WebMCP-Adapter,https://devpost.com/software/schedule-rank-webmcp-adapter,S2,8.0,2.5,7.5,8.0,26.0,0.87,CLAIM_ONLY,,screenshots/schedule-rank-webmcp-adapter.png
2096,aquaeye,AquaEye,https://devpost.com/software/aquaeye,S2,8.0,1.0,9.0,8.0,26.0,0.82,FAILED,,screenshots/aquaeye.png
2097,swift-agents-bx087q,Swift Agents,https://devpost.com/software/swift-agents-bx087q,S1,7.5,4.5,7.5,6.5,26.0,0.51,UNVERIFIED,,screenshots/swift-agents-bx087q.png
2098,auracommercewebmcp,AuraCommerceWEBMCP,https://devpost.com/software/auracommercewebmcp,S1,7.5,4.5,6.5,7.5,26.0,0.475,UNVERIFIED,,screenshots/auracommercewebmcp.png
2099,longevity-human-agent-life-function-workspace,Longevity — Human-Agent Life Function Workspace,https://devpost.com/software/longevity-human-agent-life-function-workspace,S1,7.0,4.5,7.0,7.5,26.0,0.51,UNVERIFIED,,screenshots/longevity-human-agent-life-function-workspace.png
2100,teach-your-system-the-agentic-world-building-webmcp,SOUND Buoy,https://devpost.com/software/teach-your-system-the-agentic-world-building-webmcp,S1,7.0,4.5,7.0,7.5,26.0,0.545,UNVERIFIED,,screenshots/teach-your-system-the-agentic-world-building-webmcp.png
2101,bazaar-agent-native-store,Bazaar — Agent-Native Store,https://devpost.com/software/bazaar-agent-native-store,S1,6.5,6.0,7.5,6.0,26.0,0.615,UNVERIFIED,,screenshots/bazaar-agent-native-store.png
2102,matchrv,MatchRV,https://devpost.com/software/matchrv,S1,6.5,5.5,8.0,6.0,26.0,0.615,UNVERIFIED,,screenshots/matchrv.png
2103,cofound-1b0xy6,Cofound,https://devpost.com/software/cofound-1b0xy6,S1,6.5,5.5,7.0,7.0,26.0,0.59,UNVERIFIED,,screenshots/cofound-1b0xy6.png
2104,chargeroute,Volt,https://devpost.com/software/chargeroute,S1,6.5,5.0,8.0,6.5,26.0,0.58,UNVERIFIED,,screenshots/chargeroute.png
2105,phonebooth-by-joovoice-make-phone-calls-with-your-agent,PhoneBooth by JooVoice - Make phone calls with your agent,https://devpost.com/software/phonebooth-by-joovoice-make-phone-calls-with-your-agent,S1,6.5,5.0,7.5,7.0,26.0,0.425,UNVERIFIED,,screenshots/phonebooth-by-joovoice-make-phone-calls-with-your-agent.png
2106,auxweave,Auxweave,https://devpost.com/software/auxweave,S1,6.5,5.0,7.0,7.5,26.0,0.555,UNVERIFIED,,screenshots/auxweave.png
2107,pscs-prompt-injection-mitigation,PSCS SecureOps,https://devpost.com/software/pscs-prompt-injection-mitigation,S1,6.5,4.0,8.0,7.5,26.0,0.52,UNVERIFIED,,screenshots/pscs-prompt-injection-mitigation.png
2108,actuo-expense-manager,Actuo Expense Manager,https://devpost.com/software/actuo-expense-manager,S1R,6,7,7,6,26,0.77,UNVERIFIED,,screenshots/actuo-expense-manager.png
2109,cartpilot-s5kqhf,CartPilot,https://devpost.com/software/cartpilot-s5kqhf,S1R,6,7,7,6,26,0.79,UNVERIFIED,,screenshots/cartpilot-s5kqhf.png
2110,guardian-travel-webmcp,Guardian Travel WebMCP,https://devpost.com/software/guardian-travel-webmcp,S1R,6,7,7,6,26,0.72,UNVERIFIED,,screenshots/guardian-travel-webmcp.png
2111,qr-code-crafter,QR Code Crafter,https://devpost.com/software/qr-code-crafter,S1R,6,7,7,6,26,0.67,UNVERIFIED,,screenshots/qr-code-crafter.png
2112,research-devices-webmcp,Research-Devices WebMCP,https://devpost.com/software/research-devices-webmcp,S1R,6,7,7,6,26,0.73,UNVERIFIED,,screenshots/research-devices-webmcp.png
2113,summarizer-explainer,TLDW | Too Long Didn't Watch,https://devpost.com/software/summarizer-explainer,S1R,6,7,7,6,26,0.77,UNVERIFIED,,screenshots/summarizer-explainer.png
2114,west-sparta-agent-ready-chamber,West Sparta Agent-Ready Chamber,https://devpost.com/software/west-sparta-agent-ready-chamber,S1R,6,7,7,6,26,0.77,UNVERIFIED,,screenshots/west-sparta-agent-ready-chamber.png
2115,e-nvoice,E-nvoice,https://devpost.com/software/e-nvoice,S1R,6,6,8,6,26,0.6,UNVERIFIED,,screenshots/e-nvoice.png
2116,gigoo,Gigoo,https://devpost.com/software/gigoo,S1R,6,6,8,6,26,0.69,UNVERIFIED,,screenshots/gigoo.png
2117,olos-ai-mini-budget-planner,Olos-AI Mini Budget Planner,https://devpost.com/software/olos-ai-mini-budget-planner,S1R,6,6,8,6,26,0.75,UNVERIFIED,,screenshots/olos-ai-mini-budget-planner.png
2118,organize-hackathons-using-codex-with-webmcp,Organize hackathons using Codex with WebMCP,https://devpost.com/software/organize-hackathons-using-codex-with-webmcp,S1R,6,6,8,6,26,0.68,UNVERIFIED,,screenshots/organize-hackathons-using-codex-with-webmcp.png
2119,aegisdesk,AegisDesk,https://devpost.com/software/aegisdesk,S1,6.0,5.0,8.5,6.5,26.0,0.51,UNVERIFIED,,screenshots/aegisdesk.png
2120,paperbridge,PaperBridge,https://devpost.com/software/paperbridge,S1,6.0,5.0,8.5,6.5,26.0,0.62,UNVERIFIED,,screenshots/paperbridge.png
2121,lex-aureon-mathematical-constitution-governance-for-llm,Lex Aureon — Constitutional Governance,https://devpost.com/software/lex-aureon-mathematical-constitution-governance-for-llm,S1,6.0,5.0,7.0,8.0,26.0,0.51,UNVERIFIED,,screenshots/lex-aureon-mathematical-constitution-governance-for-llm.png
2122,synapse-1b5t3n,Synapse,https://devpost.com/software/synapse-1b5t3n,S1,6.0,5.0,7.0,8.0,26.0,0.565,UNVERIFIED,,screenshots/synapse-1b5t3n.png
2123,real-me-deepmatch,Real Me • DeepMatch,https://devpost.com/software/real-me-deepmatch,S2,6.0,4.5,8.0,7.5,26.0,0.785,CLAIM_ONLY,,screenshots/real-me-deepmatch.png
2124,orish-s-world-ai-ready-children-s-learning-universe,Orish’s World — AI-Ready Children’s Learning Universe,https://devpost.com/software/orish-s-world-ai-ready-children-s-learning-universe,S1,5.5,5.0,8.0,7.5,26.0,0.53,UNVERIFIED,,screenshots/orish-s-world-ai-ready-children-s-learning-universe.png
2125,justice-compass,Justice Portal,https://devpost.com/software/justice-compass,S1R,5,6,9,6,26,0.66,UNVERIFIED,,screenshots/justice-compass.png
2126,voxel-webmcp,Voxel WebMCP,https://devpost.com/software/voxel-webmcp,S2,8.5,2.0,6.5,8.5,25.5,0.835,CLAIM_ONLY,,screenshots/voxel-webmcp.png
2127,gridnode-sync,GridNode-Sync,https://devpost.com/software/gridnode-sync,S2,8.5,1.0,8.0,8.0,25.5,0.845,FAILED,,screenshots/gridnode-sync.png
2128,guild-9phql5,Guild,https://devpost.com/software/guild-9phql5,S2,8.5,1.0,8.0,8.0,25.5,0.85,FAILED,,screenshots/guild-9phql5.png
2129,doorman-webmcp-z7ga3u,Doorman WebMCP,https://devpost.com/software/doorman-webmcp-z7ga3u,S2,8.5,1.0,7.5,8.5,25.5,0.92,FAILED,,screenshots/doorman-webmcp-z7ga3u.png
2130,rehearse-zka9f8,Rehearse,https://devpost.com/software/rehearse-zka9f8,S2,8.5,1.0,7.5,8.5,25.5,0.9,FAILED,,screenshots/rehearse-zka9f8.png
2131,northstar-a3lmkr,Northstar,https://devpost.com/software/northstar-a3lmkr,S2,8.0,3.5,7.5,6.5,25.5,0.805,CLAIM_ONLY,,screenshots/northstar-a3lmkr.png
2132,image-editor-webmcp,Image Editor (WebMCP),https://devpost.com/software/image-editor-webmcp,S2,8.0,3.5,7.0,7.0,25.5,0.845,CLAIM_ONLY,,screenshots/image-editor-webmcp.png
2133,proofboard-acfnyl,Proofboard,https://devpost.com/software/proofboard-acfnyl,S2,8.0,3.5,7.0,7.0,25.5,0.85,FAILED,,screenshots/proofboard-acfnyl.png
2134,scrapi,Scrapi,https://devpost.com/software/scrapi,S2,8.0,3.0,7.5,7.0,25.5,0.88,CLAIM_ONLY,,screenshots/scrapi.png
2135,kesslershield-leo-conjunction-debris-avoidance-flight,KESSLERSHIELD-LEO-Conjunction-Debris-Avoidance-Flight,https://devpost.com/software/kesslershield-leo-conjunction-debris-avoidance-flight,S2,8.0,1.0,8.5,8.0,25.5,0.925,FAILED,,screenshots/kesslershield-leo-conjunction-debris-avoidance-flight.png
2136,turnspace,HomeWheel,https://devpost.com/software/turnspace,S2,8.0,1.0,8.0,8.5,25.5,0.91,FAILED,,screenshots/turnspace.png
2137,marinela-ai-concierge,Marinela AI Concierge,https://devpost.com/software/marinela-ai-concierge,S2,7.5,4.5,7.0,6.5,25.5,0.825,CLAIM_ONLY,,screenshots/marinela-ai-concierge.png
2138,webmcp-simulator,WebMCP Simulator,https://devpost.com/software/webmcp-simulator,S2,7.5,3.5,7.0,7.5,25.5,0.8,UNVERIFIED,,screenshots/webmcp-simulator.png
2139,agent-bridge-seudx4,Agent Bridge,https://devpost.com/software/agent-bridge-seudx4,S1,7.0,5.0,7.0,6.5,25.5,0.525,UNVERIFIED,,screenshots/agent-bridge-seudx4.png
2140,relays-wz2xvy,Relays,https://devpost.com/software/relays-wz2xvy,S2,7.0,5.0,6.5,7.0,25.5,0.76,CLAIM_ONLY,,screenshots/relays-wz2xvy.png
2141,ai-operations-office,Agent-Native Concierge for WebMCP,https://devpost.com/software/ai-operations-office,S1,7.0,5.0,6.0,7.5,25.5,0.61,UNVERIFIED,,screenshots/ai-operations-office.png
2142,student-verification-suite,Student Verification Suite,https://devpost.com/software/student-verification-suite,S1,7.0,4.5,7.5,6.5,25.5,0.505,UNVERIFIED,,screenshots/student-verification-suite.png
2143,skillmcp,SkillMCP,https://devpost.com/software/skillmcp,S2,7.0,4.5,7.0,7.0,25.5,0.83,CLAIM_ONLY,,screenshots/skillmcp.png
2144,webmcp-vision,WebMCP Vision,https://devpost.com/software/webmcp-vision,S1,7.0,4.0,7.0,7.5,25.5,0.565,UNVERIFIED,,screenshots/webmcp-vision.png
2145,asympta-world,Asympta World,https://devpost.com/software/asympta-world,S1,7.0,4.0,6.5,8.0,25.5,0.51,UNVERIFIED,,screenshots/asympta-world.png
2146,flywhisperer,FlyWhisperer,https://devpost.com/software/flywhisperer,S1,7.0,3.5,8.5,6.5,25.5,0.49,UNVERIFIED,,screenshots/flywhisperer.png
2147,gadaa-eco-builder-ai-powered,Gadaa Eco Builder – AI Powered,https://devpost.com/software/gadaa-eco-builder-ai-powered,S2,7.0,2.0,8.0,8.5,25.5,0.8,UNVERIFIED,,screenshots/gadaa-eco-builder-ai-powered.png
2148,hsdf,SugarStack,https://devpost.com/software/hsdf,S2,6.5,7.0,6.0,6.0,25.5,0.84,VERIFIED_RUNTIME,,screenshots/hsdf.png
2149,cartos-webmcp-store,CARTOS - WebMCP Store,https://devpost.com/software/cartos-webmcp-store,S1,6.5,5.5,7.5,6.0,25.5,0.58,UNVERIFIED,,screenshots/cartos-webmcp-store.png
2150,blank-f9kvnj,BLANK,https://devpost.com/software/blank-f9kvnj,S1,6.5,5.5,6.0,7.5,25.5,0.65,UNVERIFIED,,screenshots/blank-f9kvnj.png
2151,applyflow-agent-native-job-search-application,ApplyFlow - Agent-Native Job Search & Application,https://devpost.com/software/applyflow-agent-native-job-search-application,S1,6.5,5.0,8.0,6.0,25.5,0.61,UNVERIFIED,,screenshots/applyflow-agent-native-job-search-application.png
2152,merchant-s-relay,Merchant’s Assistant,https://devpost.com/software/merchant-s-relay,S1,6.5,5.0,8.0,6.0,25.5,0.51,UNVERIFIED,,screenshots/merchant-s-relay.png
2153,agentsignal,AgentSignal,https://devpost.com/software/agentsignal,S2,6.5,5.0,7.0,7.0,25.5,0.77,UNVERIFIED,,screenshots/agentsignal.png
2154,forhub,forhub,https://devpost.com/software/forhub,S1,6.5,5.0,7.0,7.0,25.5,0.505,UNVERIFIED,,screenshots/forhub.png
2155,go-link-shortener,Go Link Shortener,https://devpost.com/software/go-link-shortener,S2,6.0,8.5,6.0,5.0,25.5,0.915,CLAIM_ONLY,,screenshots/go-link-shortener.png
2156,ask-josh,Ask Josh,https://devpost.com/software/ask-josh,S1,6.0,6.5,7.0,6.0,25.5,0.59,UNVERIFIED,,screenshots/ask-josh.png
2157,hearth-e-commerce,Hearth E-commerce Webmcp,https://devpost.com/software/hearth-e-commerce,S1,6.0,6.0,7.0,6.5,25.5,0.62,UNVERIFIED,,screenshots/hearth-e-commerce.png
2158,quibix,Quibix,https://devpost.com/software/quibix,S1,6.0,6.0,6.5,7.0,25.5,0.655,UNVERIFIED,,screenshots/quibix.png
2159,job-scout-webmcp-career-os,Job Scout: WebMCP Career OS,https://devpost.com/software/job-scout-webmcp-career-os,S1,6.0,5.5,8.0,6.0,25.5,0.545,UNVERIFIED,,screenshots/job-scout-webmcp-career-os.png
2160,opsdesk-webmcp,OpsDesk WebMCP,https://devpost.com/software/opsdesk-webmcp,S1,6.0,5.5,8.0,6.0,25.5,0.605,UNVERIFIED,,screenshots/opsdesk-webmcp.png
2161,thread-wise,thread wise,https://devpost.com/software/thread-wise,S1,6.0,5.5,8.0,6.0,25.5,0.62,UNVERIFIED,,screenshots/thread-wise.png
2162,web-visibility-geo-agent,True GEO Engine,https://devpost.com/software/web-visibility-geo-agent,S1,6.0,5.5,7.0,7.0,25.5,0.53,UNVERIFIED,,screenshots/web-visibility-geo-agent.png
2163,proofdesk,ProofDesk,https://devpost.com/software/proofdesk,S1,6.0,5.0,7.5,7.0,25.5,0.53,UNVERIFIED,,screenshots/proofdesk.png
2164,research-blackboard,Research Blackboard,https://devpost.com/software/research-blackboard,S1,6.0,5.0,7.5,7.0,25.5,0.545,UNVERIFIED,,screenshots/research-blackboard.png
2165,the-wild-marketplace,The Wild Marketplace,https://devpost.com/software/the-wild-marketplace,S1,6.0,5.0,7.5,7.0,25.5,0.555,UNVERIFIED,,screenshots/the-wild-marketplace.png
2166,drishti-wlf59v,Drishti,https://devpost.com/software/drishti-wlf59v,S1,5.5,5.0,8.5,6.5,25.5,0.615,UNVERIFIED,,screenshots/drishti-wlf59v.png
2167,enactive-wonderland,Enactive Brand Portal,https://devpost.com/software/enactive-wonderland,S2,9.0,1.0,7.0,8.0,25.0,0.845,FAILED,,screenshots/enactive-wonderland.png
2168,page2webmcp,Page2WebMCP,https://devpost.com/software/page2webmcp,S2,8.5,1.0,8.0,7.5,25.0,0.9,FAILED,,screenshots/page2webmcp.png
2169,webops-commander,WebOps Commander,https://devpost.com/software/webops-commander,S2,8.5,1.0,8.0,7.5,25.0,0.81,FAILED,,screenshots/webops-commander.png
2170,agentflow-oqw176,AgentFlow,https://devpost.com/software/agentflow-oqw176,S2,8.5,1.0,7.5,8.0,25.0,0.77,FAILED,,screenshots/agentflow-oqw176.png
2171,comicsol-web,ComicSol Web,https://devpost.com/software/comicsol-web,S2,8.5,1.0,7.5,8.0,25.0,0.86,FAILED,,screenshots/comicsol-web.png
2172,handoff-agent-native-media-editor,"Handoff , an Agent Native Media Editor",https://devpost.com/software/handoff-agent-native-media-editor,S2,8.0,3.0,7.0,7.0,25.0,0.88,CLAIM_ONLY,,screenshots/handoff-agent-native-media-editor.png
2173,observatory-ghpk10,Observatory,https://devpost.com/software/observatory-ghpk10,S2,8.0,3.0,7.0,7.0,25.0,0.815,CLAIM_ONLY,,screenshots/observatory-ghpk10.png
2174,mixerx,Mixerx,https://devpost.com/software/mixerx,S2,8.0,3.0,6.0,8.0,25.0,0.79,CLAIM_ONLY,,screenshots/mixerx.png
2175,reticle,Reticle,https://devpost.com/software/reticle,S2,8.0,2.0,8.0,7.0,25.0,0.825,VIDEO_VERIFIED,,screenshots/reticle.png
2176,appstory,AppStory,https://devpost.com/software/appstory,S2,8.0,1.0,8.0,8.0,25.0,0.8,FAILED,,screenshots/appstory.png
2177,drill-day,Drill Day,https://devpost.com/software/drill-day,S2,8.0,1.0,8.0,8.0,25.0,0.8,FAILED,,screenshots/drill-day.png
2178,waypoint-eb0pig,Waypoint,https://devpost.com/software/waypoint-eb0pig,S2,8.0,1.0,8.0,8.0,25.0,0.8,UNVERIFIED,,screenshots/waypoint-eb0pig.png
2179,webmcp-super-chrome-extension,Add WebMCP To All Websites With Chrome Extension,https://devpost.com/software/webmcp-super-chrome-extension,S2,8.0,1.0,8.0,8.0,25.0,0.81,FAILED,,screenshots/webmcp-super-chrome-extension.png
2180,wiki-agent,SharedState — Workspace Platform,https://devpost.com/software/wiki-agent,S2,8.0,1.0,8.0,8.0,25.0,0.81,FAILED,,screenshots/wiki-agent.png
